Tag_ID,UTC_Date,UTC_Time,Latitude,Longitude,LQ,HDOP,CNR,Sats,TimeOn(s),eRes,Maxdepth,divelen,TADindex, TimeElapsed,Day Dive Ratio,Day Max Dive Depth,ErrorRadius,SemiMajor,SemiMinor,Orientation,
2315:237563,2022-12-31,14:27:43,-77.36002,169.64345,G,1.9,null,5,null,0.6,,,,,,,,,,,
2315:237562,2022-12-31,13:39:48,-77.46150,169.16997,1,,,,,,,,,,,,1037.0,22478.0,47.0,79.0,
2315:237562,2022-12-31,13:4:6,-77.45996,169.22420,3,,,,,,,,,,,,188.0,963.0,36.0,72.0,
2315:237563,2022-12-31,12:57:43,-77.38403,169.49090,G,1.7,null,5,null,6.9,,,,,,,,,,,
2315:237562,2022-12-31,12:51:46,-77.45307,169.21698,G,1.6,null,5,null,1.5,,,,,,,,,,,
2315:237562,2022-12-31,12:34:35,-77.43373,169.28114,1,,,,,,,,,,,,1209.0,35715.0,40.0,74.0,
2315:237562,2022-12-31,11:24:33,-77.45576,169.21391,1,,,,,,,,,,,,546.0,6704.0,44.0,77.0,
2315:237563,2022-12-31,10:57:43,-77.41991,169.25621,G,1.6,null,5,null,2.2,,,,,,,,,,,
2315:237562,2022-12-31,10:21:57,-77.45051,169.13928,1,,,,,,,,,,,,848.0,3238.0,222.0,95.0,
2315:237563,2022-12-31,10:16:57,-77.41866,169.19287,2,,,,,,,,,,,,477.0,2925.0,77.0,80.0,
2315:237563,2022-12-31,9:56:42,-77.44737,169.21877,G,1.3,null,7,null,18.8,,,,,,,,,,,
2315:237562,2022-12-31,9:48:21,-77.45303,169.21664,G,1.4,null,6,null,7.0,,,,,,,,,,,
2315:237563,2022-12-31,9:47:6,-77.46062,169.14680,1,,,,,,,,,,,,878.0,9117.0,84.0,86.0,
2315:237562,2022-12-31,9:45:11,-77.44200,169.29646,1,,,,,,,,,,,,556.0,4538.0,68.0,85.0,
2315:237563,2022-12-31,8:56:51,-77.45128,169.22906,G,1.1,null,7,null,7.2,,,,,,,,,,,
2315:237562,2022-12-31,8:36:33,-77.45525,169.07474,1,,,,,,,,,,,,1410.0,5402.0,368.0,76.0,
2315:237562,2022-12-31,8:18:46,-77.45328,169.21678,G,2.9,null,5,null,5.2,,,,,,,,,,,
2315:237562,2022-12-31,8:5:25,-77.45132,169.24673,1,,,,,,,,,,,,678.0,3084.0,149.0,91.0,
2315:237563,2022-12-31,8:5:11,-77.46083,169.31087,1,,,,,,,,,,,,896.0,5040.0,159.0,91.0,
2315:237562,2022-12-31,7:31:4,-77.45736,169.23338,1,,,,,,,,,,,,1296.0,13808.0,121.0,101.0,
2315:237562,2022-12-31,7:18:46,-77.45323,169.21686,G,1.6,null,5,null,11.0,,,,,,,,,,,
2315:237563,2022-12-31,7:5:42,-77.45207,169.22966,G,1.7,null,5,null,14.4,,,,,,,,,,,
2315:237563,2022-12-31,6:23:39,-77.44484,169.21160,3,,,,,,,,,,,,248.0,909.0,67.0,80.0,
2315:237562,2022-12-31,6:23:38,-77.44448,169.13567,2,,,,,,,,,,,,429.0,1705.0,107.0,86.0,
2315:237563,2022-12-31,5:5:34,-77.45185,169.22740,G,1.1,null,8,null,10.3,,,,,,,,,,,
2315:237562,2022-12-31,3:43:46,-77.45383,169.21342,G,3.1,null,5,null,2.3,,,,,,,,,,,
2315:237565,2022-12-31,0:0:2,-77.44538,169.16585,2,,,,,,,,,,,,321.0,1208.0,85.0,91.0,
2315:237564,2022-12-30,23:59:49,-77.45175,169.23160,G,1.4,null,5,null,1.1,,,,,,,,,,,
2315:237565,2022-12-30,23:59:47,-77.45283,169.22784,G,1.5,null,6,null,2.7,,,,,,,,,,,
2315:237564,2022-12-30,23:58:21,-77.44089,169.23083,2,,,,,,,,,,,,322.0,906.0,114.0,84.0,
2315:237566,2022-12-30,23:52:51,-77.45486,169.22500,G,1.2,null,6,null,15.8,,,,,,,,,,,
2315:237562,2022-12-30,23:17:45,-77.44254,169.22197,G,1.4,null,5,null,17.2,,,,,,,,,,,
2315:237564,2022-12-30,22:34:49,-77.45173,169.23079,G,1.5,null,5,null,0.6,,,,,,,,,,,
2315:237562,2022-12-30,22:17:20,-77.44018,169.33636,1,,,,,,,,,,,,842.0,2684.0,264.0,92.0,
2315:237566,2022-12-30,22:14:7,-77.46121,169.30122,1,,,,,,,,,,,,697.0,4054.0,119.0,91.0,
2315:237565,2022-12-30,22:13:21,-77.45922,169.24268,2,,,,,,,,,,,,427.0,2989.0,61.0,90.0,
2315:237564,2022-12-30,22:13:7,-77.48920,169.34094,1,,,,,,,,,,,,888.0,5716.0,138.0,91.0,
2315:237566,2022-12-30,22:2:55,-77.45247,169.23882,1,,,,,,,,,,,,690.0,8653.0,55.0,73.0,
2315:237566,2022-12-30,21:26:51,-77.45386,169.22739,G,2.5,null,5,null,41.6,,,,,,,,,,,
2315:237562,2022-12-30,21:15:49,-77.42454,169.33409,G,1.3,null,6,null,2.6,,,,,,,,,,,
2315:237566,2022-12-30,21:9:3,-77.44352,169.16180,2,,,,,,,,,,,,401.0,1275.0,125.0,77.0,
2315:237562,2022-12-30,20:13:47,-77.42833,169.34927,G,3.9,null,5,null,8.6,,,,,,,,,,,
2315:237566,2022-12-30,20:10:25,-77.43977,169.04636,1,,,,,,,,,,,,919.0,3531.0,238.0,88.0,
2315:237562,2022-12-30,19:56:51,-77.42916,169.34407,G,1.3,null,6,null,11.2,,,,,,,,,,,
2315:237564,2022-12-30,19:31:9,-77.39190,169.50731,G,1.5,null,5,null,4.6,,,,,,,,,,,
2315:237565,2022-12-30,19:20:6,-77.45257,169.22600,G,1.3,null,5,null,4.9,,,,,,,,,,,
2315:237565,2022-12-30,18:57:11,-77.45727,169.23413,1,,,,,,,,,,,,701.0,7352.0,66.0,107.0,
2315:237566,2022-12-30,18:56:24,-77.51749,169.26390,1,,,,,,,,,,,,845.0,8372.0,85.0,107.0,
2315:237565,2022-12-30,18:48:48,-77.45295,169.22858,G,1.5,null,5,null,0.4,,,,,,,,,,,
2315:237564,2022-12-30,18:29:27,-77.37688,169.65994,G,1.8,null,6,null,21.3,,,,,,,,,,,
2315:237565,2022-12-30,18:29:26,-77.45428,169.28416,2,,,,,,,,,,,,376.0,3951.0,35.0,95.0,
2315:237566,2022-12-30,18:29:17,-77.45225,169.18553,2,,,,,,,,,,,,279.0,2609.0,29.0,94.0,
2315:237562,2022-12-30,17:53:50,-77.42240,169.32434,G,1.3,null,6,null,6.6,,,,,,,,,,,
2315:237564,2022-12-30,17:16:22,-77.33712,169.86641,3,,,,,,,,,,,,171.0,478.0,61.0,110.0,
2315:237566,2022-12-30,17:11:6,-77.45546,169.20071,1,,,,,,,,,,,,603.0,979.0,371.0,73.0,
2315:237565,2022-12-30,17:10:41,-77.47916,169.22353,1,,,,,,,,,,,,742.0,1207.0,456.0,80.0,
2315:237562,2022-12-30,17:8:42,-77.41325,169.33398,3,,,,,,,,,,,,242.0,269.0,218.0,139.0,
2315:237566,2022-12-30,17:0:2,-77.46724,169.17847,1,,,,,,,,,,,,639.0,11020.0,37.0,86.0,
2315:237562,2022-12-30,16:51:56,-77.42526,169.34235,G,1.7,null,6,null,2.0,,,,,,,,,,,
2315:237566,2022-12-30,16:49:22,-77.48047,169.30917,1,,,,,,,,,,,,1173.0,18210.0,75.0,105.0,
2315:237565,2022-12-30,16:47:47,-77.44880,169.23471,G,1.6,null,5,null,2.0,,,,,,,,,,,
2315:237564,2022-12-30,16:41:4,-77.33118,169.96696,G,1.5,null,6,null,4.8,,,,,,,,,,,
2315:237562,2022-12-30,15:49:56,-77.42849,169.34111,G,1.4,null,5,null,7.0,,,,,,,,,,,
2315:237565,2022-12-30,15:47:47,-77.43425,169.22052,G,1.4,null,6,null,10.9,,,,,,,,,,,
2315:237566,2022-12-30,15:35:57,-77.44363,169.25009,2,,,,,,,,,,,,443.0,1191.0,164.0,60.0,
2315:237564,2022-12-30,15:11:17,-77.31202,170.26093,1,,,,,,,,,,,,874.0,5623.0,135.0,91.0,
2315:237565,2022-12-30,14:48:26,-77.41193,169.32408,G,2.7,null,5,null,3.4,,,,,,,,,,,
2315:237566,2022-12-30,14:45:50,-77.45438,169.22517,G,1.2,null,6,null,6.3,,,,,,,,,,,
2315:237564,2022-12-30,14:38:49,-77.29463,170.13315,G,1.2,null,6,null,3.0,,,,,,,,,,,
2315:237562,2022-12-30,14:28:10,-77.42901,169.35707,G,1.4,null,5,null,6.2,,,,,,,,,,,
2315:237562,2022-12-30,13:50:8,-77.42676,169.37320,1,,,,,,,,,,,,652.0,26919.0,15.0,77.0,
2315:237564,2022-12-30,13:31:41,-77.29194,170.15646,2,,,,,,,,,,,,400.0,1181.0,135.0,66.0,
2315:237562,2022-12-30,13:26:46,-77.42524,169.36275,G,1.1,null,7,null,5.9,,,,,,,,,,,
2315:237566,2022-12-30,12:13:50,-77.45453,169.22566,G,1.5,null,5,null,8.3,,,,,,,,,,,
2315:237566,2022-12-30,11:49:52,-77.47030,169.18970,1,,,,,,,,,,,,696.0,7136.0,67.0,74.0,
2315:237566,2022-12-30,10:29:1,-77.44886,169.19066,1,,,,,,,,,,,,574.0,2611.0,126.0,96.0,
2315:237565,2022-12-30,10:11:51,-77.26173,169.89728,1,,,,,,,,,,,,740.0,10436.0,52.0,83.0,
2315:237566,2022-12-30,10:11:21,-77.44972,169.24866,1,,,,,,,,,,,,554.0,6211.0,49.0,83.0,
2315:237564,2022-12-30,9:36:22,-77.31120,170.12666,G,1.0,null,8,null,14.1,,,,,,,,,,,
2315:237566,2022-12-30,9:14:32,-77.45444,169.22624,G,1.5,null,5,null,8.9,,,,,,,,,,,
2315:237565,2022-12-30,9:3:7,-77.21912,169.91472,G,1.2,null,6,null,40.5,,,,,,,,,,,
2315:237566,2022-12-30,8:31:46,-77.45093,169.18002,1,,,,,,,,,,,,608.0,4092.0,90.0,93.0,
2315:237562,2022-12-30,8:30:28,-77.45203,169.18155,2,,,,,,,,,,,,353.0,1996.0,62.0,87.0,
2315:237566,2022-12-30,5:46:40,-77.42793,169.05467,G,1.5,null,6,null,17.9,,,,,,,,,,,
2315:237563,2022-12-30,3:22:42,-77.45177,169.22932,G,1.3,null,6,null,7.6,,,,,,,,,,,
2315:237564,2022-12-30,1:33:47,-77.45184,169.23177,G,1.6,null,5,null,4.4,,,,,,,,,,,
2315:237565,2022-12-30,1:23:45,-77.17437,170.07896,G,1.6,null,5,null,11.4,,,,,,,,,,,
2315:237566,2022-12-30,1:20:1,-77.39745,168.70139,G,1.9,null,5,null,24.6,,,,,,,,,,,
2315:237564,2022-12-30,0:34:22,-77.45156,169.23228,G,2.5,null,5,null,17.0,,,,,,,,,,,
2315:237565,2022-12-30,0:31:33,-77.17901,170.02661,G,2.0,null,5,null,7.2,,,,,,,,,,,
2315:237565,2022-12-30,0:6:28,-77.17809,170.01804,1,,,,,,,,,,,,534.0,1931.0,147.0,88.0,
2315:237563,2022-12-30,0:3:49,-77.45324,169.22696,G,1.4,null,6,null,58.6,,,,,,,,,,,
2315:237564,2022-12-30,0:3:48,-77.45181,169.23137,G,1.1,null,7,null,8.1,,,,,,,,,,,
2315:237563,2022-12-29,23:59:48,-77.45152,169.22987,G,1.6,null,5,null,4.1,,,,,,,,,,,
2315:237564,2022-12-29,23:59:47,-77.45110,169.23071,G,1.5,null,5,null,15.0,,,,,,,,,,,
2315:237564,2022-12-29,23:1:47,-77.45130,169.23187,G,1.2,null,6,null,11.3,,,,,,,,,,,
2315:237566,2022-12-29,22:45:0,-77.39722,168.67462,G,1.5,null,5,null,7.5,,,,,,,,,,,
2315:237563,2022-12-29,22:27:48,-77.43871,169.22815,G,1.1,null,7,null,5.3,,,,,,,,,,,
2315:237564,2022-12-29,22:1:47,-77.45170,169.23125,G,1.5,null,6,null,11.3,,,,,,,,,,,
2315:237566,2022-12-29,21:43:49,-77.39720,168.66508,G,1.2,null,8,null,9.8,,,,,,,,,,,
2315:237564,2022-12-29,21:1:49,-77.45150,169.23130,G,1.1,null,6,null,11.5,,,,,,,,,,,
2315:237565,2022-12-29,20:51:48,-77.20406,169.89820,G,1.7,null,5,null,7.6,,,,,,,,,,,
2315:237566,2022-12-29,20:44:42,-77.39449,168.70808,1,,,,,,,,,,,,941.0,10053.0,88.0,97.0,
2315:237564,2022-12-29,20:34:7,-77.43957,169.20119,1,,,,,,,,,,,,1135.0,24271.0,53.0,85.0,
2315:237563,2022-12-29,20:27:49,-77.37560,169.37799,G,1.8,null,5,null,3.4,,,,,,,,,,,
2315:237564,2022-12-29,19:30:46,-77.45199,169.23071,G,1.6,null,5,null,3.8,,,,,,,,,,,
2315:237563,2022-12-29,19:27:41,-77.34111,169.42108,G,2.0,null,5,null,9.3,,,,,,,,,,,
2315:237565,2022-12-29,19:23:44,-77.22664,169.81851,G,1.4,null,6,null,10.0,,,,,,,,,,,
2315:237565,2022-12-29,18:54:50,-77.24196,169.86525,2,,,,,,,,,,,,492.0,4239.0,57.0,95.0,
2315:237565,2022-12-29,18:22:43,-77.24332,169.79514,G,3.6,null,5,null,2.3,,,,,,,,,,,
2315:237566,2022-12-29,18:18:40,-77.40231,168.69815,G,1.3,null,5,null,2.6,,,,,,,,,,,
2315:237564,2022-12-29,17:29:46,-77.45275,169.22730,G,3.6,null,5,null,13.9,,,,,,,,,,,
2315:237564,2022-12-29,17:23:35,-77.45996,169.22548,3,,,,,,,,,,,,231.0,415.0,127.0,99.0,
2315:237565,2022-12-29,17:22:28,-77.22200,169.78271,1,,,,,,,,,,,,928.0,1331.0,647.0,142.0,
2315:237565,2022-12-29,17:20:42,-77.24832,169.77940,G,1.1,null,7,null,5.1,,,,,,,,,,,
2315:237566,2022-12-29,17:15:28,-77.40412,168.72713,G,1.6,null,5,null,5.4,,,,,,,,,,,
2315:237563,2022-12-29,16:57:34,-77.20807,169.62535,G,1.3,null,6,null,9.5,,,,,,,,,,,
2315:237564,2022-12-29,16:29:46,-77.45179,169.23126,G,2.0,null,5,null,2.0,,,,,,,,,,,
2315:237565,2022-12-29,16:20:24,-77.25944,169.73705,G,1.4,null,7,null,12.8,,,,,,,,,,,
2315:237564,2022-12-29,16:17:11,-77.43270,169.18199,2,,,,,,,,,,,,344.0,1364.0,86.0,110.0,
2315:237566,2022-12-29,16:15:15,-77.40527,168.76482,G,1.5,null,5,null,18.3,,,,,,,,,,,
2315:237563,2022-12-29,15:56:57,-77.15137,169.70592,G,1.2,null,7,null,34.5,,,,,,,,,,,
2315:237566,2022-12-29,15:35:55,-77.37590,168.68433,1,,,,,,,,,,,,1392.0,4218.0,459.0,108.0,
2315:237564,2022-12-29,15:35:14,-77.47516,169.34645,1,,,,,,,,,,,,1323.0,4119.0,425.0,105.0,
2315:237563,2022-12-29,15:34:23,-77.12282,169.72480,2,,,,,,,,,,,,479.0,1166.0,196.0,109.0,
2315:237564,2022-12-29,13:58:46,-77.45174,169.23148,G,1.5,null,6,null,19.7,,,,,,,,,,,
2315:237563,2022-12-29,13:56:31,-77.06207,169.81898,G,1.1,null,7,null,11.9,,,,,,,,,,,
2315:237563,2022-12-29,13:54:6,-77.05605,169.80576,2,,,,,,,,,,,,455.0,1658.0,124.0,99.0,
2315:237563,2022-12-29,13:33:47,-77.04893,169.83960,G,2.0,null,5,null,8.7,,,,,,,,,,,
2315:237564,2022-12-29,12:58:46,-77.45132,169.23064,G,1.4,null,6,null,15.0,,,,,,,,,,,
2315:237563,2022-12-29,12:32:14,-77.04112,169.81930,G,1.7,null,5,null,2.6,,,,,,,,,,,
2315:237566,2022-12-29,12:22:12,-77.40484,168.77766,2,,,,,,,,,,,,448.0,3316.0,60.0,87.0,
2315:237565,2022-12-29,12:22:3,-77.36538,169.28699,2,,,,,,,,,,,,409.0,4747.0,35.0,88.0,
2315:237564,2022-12-29,12:21:38,-77.45996,169.08012,1,,,,,,,,,,,,996.0,5180.0,191.0,89.0,
2315:237563,2022-12-29,12:15:50,-77.04042,169.78238,1,,,,,,,,,,,,552.0,4131.0,73.0,81.0,
2315:237564,2022-12-29,12:15:36,-77.43458,169.27962,1,,,,,,,,,,,,964.0,5341.0,174.0,72.0,
2315:237565,2022-12-29,11:50:14,-77.37472,169.28174,G,1.0,null,7,null,11.3,,,,,,,,,,,
2315:237564,2022-12-29,10:43:40,-77.44589,169.44574,1,,,,,,,,,,,,962.0,4827.0,191.0,95.0,
2315:237563,2022-12-29,10:43:32,-77.00801,169.74629,3,,,,,,,,,,,,203.0,917.0,44.0,91.0,
2315:237565,2022-12-29,10:41:46,-77.40674,169.26558,1,,,,,,,,,,,,914.0,3709.0,225.0,83.0,
2315:237563,2022-12-29,10:38:7,-77.02717,169.68027,1,,,,,,,,,,,,685.0,19440.0,24.0,80.0,
2315:237566,2022-12-29,10:35:6,-77.43071,168.87231,2,,,,,,,,,,,,314.0,8984.0,11.0,81.0,
2315:237564,2022-12-29,10:28:46,-77.45193,169.23096,G,1.3,null,6,null,3.7,,,,,,,,,,,
2315:237565,2022-12-29,10:19:44,-77.38751,169.22798,G,1.4,null,5,null,11.9,,,,,,,,,,,
2315:237566,2022-12-29,9:19:58,-77.41596,169.08392,G,1.4,null,5,null,9.8,,,,,,,,,,,
2315:237565,2022-12-29,9:19:43,-77.38907,169.21474,G,1.2,null,7,null,15.6,,,,,,,,,,,
2315:237563,2022-12-29,8:59:42,-77.00192,169.65560,3,,,,,,,,,,,,175.0,546.0,55.0,87.0,
2315:237563,2022-12-29,8:57:3,-77.00518,169.67656,2,,,,,,,,,,,,381.0,2807.0,51.0,87.0,
2315:237564,2022-12-29,8:56:19,-77.44681,169.26434,1,,,,,,,,,,,,670.0,4075.0,110.0,89.0,
2315:237564,2022-12-29,8:28:46,-77.45184,169.23291,G,1.4,null,6,null,5.6,,,,,,,,,,,
2315:237563,2022-12-29,8:2:2,-77.01096,169.55583,G,1.3,null,6,null,13.9,,,,,,,,,,,
2315:237564,2022-12-29,7:28:46,-77.45163,169.22926,G,3.1,null,5,null,2.8,,,,,,,,,,,
2315:237563,2022-12-29,7:18:0,-77.01791,169.49562,2,,,,,,,,,,,,301.0,1694.0,53.0,79.0,
2315:237566,2022-12-29,7:15:53,-77.41905,169.09251,G,1.6,null,5,null,0.0,,,,,,,,,,,
2315:237565,2022-12-29,7:15:41,-77.44202,169.21315,2,,,,,,,,,,,,331.0,1469.0,74.0,94.0,
2315:237563,2022-12-29,7:14:53,-77.00898,169.50388,2,,,,,,,,,,,,366.0,1613.0,82.0,87.0,
2315:237563,2022-12-29,5:59:58,-77.01298,169.40890,G,1.0,null,7,null,22.2,,,,,,,,,,,
2315:237566,2022-12-29,5:54:40,-77.44895,169.20284,3,,,,,,,,,,,,123.0,393.0,38.0,93.0,
2315:237566,2022-12-29,5:39:47,-77.45454,169.22537,G,1.4,null,5,null,3.6,,,,,,,,,,,
2315:237565,2022-12-29,5:37:42,-77.45268,169.22716,G,1.4,null,6,null,1.4,,,,,,,,,,,
2315:237563,2022-12-29,4:58:57,-77.01990,169.38907,G,1.0,null,8,null,12.2,,,,,,,,,,,
2315:237565,2022-12-29,4:35:44,-77.45202,169.23502,G,2.4,null,5,null,4.0,,,,,,,,,,,
2315:237562,2022-12-29,3:54:48,-77.45435,169.22618,G,1.0,null,8,null,7.7,,,,,,,,,,,
2315:237564,2022-12-29,3:1:13,-77.26730,169.80806,G,1.2,null,6,null,64.8,,,,,,,,,,,
2315:237564,2022-12-29,2:0:24,-77.24057,170.01210,G,1.2,null,7,null,12.5,,,,,,,,,,,
2315:237562,2022-12-29,1:54:48,-77.45441,169.22623,G,1.4,null,5,null,7.4,,,,,,,,,,,
2315:237566,2022-12-29,1:38:3,-77.45452,169.22583,G,1.8,null,5,null,3.7,,,,,,,,,,,
2315:237562,2022-12-29,0:54:29,-77.45438,169.22514,G,2.0,null,5,null,11.1,,,,,,,,,,,
2315:237566,2022-12-29,0:42:20,-77.42538,169.22633,1,,,,,,,,,,,,1007.0,1886.0,537.0,79.0,
2315:237563,2022-12-29,0:18:25,-77.02920,169.43832,1,,,,,,,,,,,,714.0,3026.0,168.0,90.0,
2315:237563,2022-12-29,0:15:54,-77.03556,169.41359,G,1.1,null,7,null,7.0,,,,,,,,,,,
2315:237562,2022-12-29,0:4:2,-77.24630,170.09293,G,1.7,null,5,null,1.9,,,,,,,,,,,
2315:237564,2022-12-29,0:0:35,-77.23679,170.26280,G,1.1,null,7,null,6.5,,,,,,,,,,,
2315:237562,2022-12-28,23:59:48,-77.45447,169.22485,G,1.5,null,6,null,7.3,,,,,,,,,,,
2315:237562,2022-12-28,23:22:47,-77.45244,169.23186,G,2.2,null,5,null,3.1,,,,,,,,,,,
2315:237563,2022-12-28,23:0:45,-77.05866,169.39102,G,1.6,null,5,null,0.5,,,,,,,,,,,
2315:237566,2022-12-28,22:41:17,-77.45405,169.23564,1,,,,,,,,,,,,531.0,1487.0,189.0,91.0,
2315:237562,2022-12-28,22:40:49,-77.45933,169.22609,2,,,,,,,,,,,,473.0,2706.0,82.0,91.0,
2315:237564,2022-12-28,22:37:35,-77.24506,170.26466,1,,,,,,,,,,,,866.0,5105.0,146.0,90.0,
2315:237564,2022-12-28,22:32:45,-77.24867,170.39050,G,1.1,null,7,null,21.3,,,,,,,,,,,
2315:237562,2022-12-28,22:22:47,-77.45452,169.22676,G,1.7,null,5,null,6.1,,,,,,,,,,,
2315:237563,2022-12-28,22:0:59,-77.07597,169.39734,G,1.4,null,6,null,4.7,,,,,,,,,,,
2315:237564,2022-12-28,21:31:17,-77.24927,170.50294,G,1.4,null,5,null,8.2,,,,,,,,,,,
2315:237562,2022-12-28,21:22:47,-77.45432,169.22565,G,1.4,null,5,null,14.3,,,,,,,,,,,
2315:237566,2022-12-28,21:5:49,-77.45340,169.22438,G,1.4,null,6,null,4.7,,,,,,,,,,,
2315:237566,2022-12-28,21:2:26,-77.44582,169.24173,1,,,,,,,,,,,,939.0,4032.0,218.0,95.0,
2315:237566,2022-12-28,21:2:11,-77.44938,169.22166,2,,,,,,,,,,,,500.0,6828.0,36.0,96.0,
2315:237563,2022-12-28,21:1:37,-77.10645,169.38200,2,,,,,,,,,,,,480.0,8441.0,27.0,97.0,
2315:237562,2022-12-28,21:0:57,-77.44511,169.15697,2,,,,,,,,,,,,346.0,3219.0,37.0,98.0,
2315:237564,2022-12-28,21:0:16,-77.25850,170.53587,1,,,,,,,,,,,,823.0,4376.0,154.0,81.0,
2315:237566,2022-12-28,20:35:46,-77.45474,169.22565,G,2.0,null,5,null,6.7,,,,,,,,,,,
2315:237562,2022-12-28,20:22:13,-77.45440,169.22514,G,1.2,null,6,null,7.6,,,,,,,,,,,
2315:237564,2022-12-28,20:4:10,-77.26637,170.60440,G,1.4,null,5,null,27.2,,,,,,,,,,,
2315:237563,2022-12-28,20:0:19,-77.13361,169.33665,G,2.9,null,6,null,3.2,,,,,,,,,,,
2315:237562,2022-12-28,19:50:47,-77.45451,169.22623,G,3.1,null,5,null,0.8,,,,,,,,,,,
2315:237563,2022-12-28,19:31:44,-77.13559,169.32996,G,1.4,null,6,null,8.0,,,,,,,,,,,
2315:237563,2022-12-28,19:22:31,-77.13327,169.38148,3,,,,,,,,,,,,237.0,1629.0,34.0,95.0,
2315:237564,2022-12-28,19:21:39,-77.26993,170.67303,1,,,,,,,,,,,,880.0,7225.0,107.0,103.0,
2315:237563,2022-12-28,19:21:34,-77.14688,169.39658,1,,,,,,,,,,,,1346.0,25671.0,70.0,107.0,
2315:237562,2022-12-28,19:21:33,-77.45138,169.16125,1,,,,,,,,,,,,1383.0,6331.0,302.0,99.0,
2315:237564,2022-12-28,19:20:35,-77.27484,170.67825,3,,,,,,,,,,,,168.0,1218.0,23.0,91.0,
2315:237566,2022-12-28,19:19:5,-77.44431,169.28860,1,,,,,,,,,,,,882.0,12608.0,61.0,90.0,
2315:237562,2022-12-28,18:50:47,-77.45457,169.22717,G,3.4,null,5,null,3.5,,,,,,,,,,,
2315:237563,2022-12-28,18:31:44,-77.13834,169.31393,G,2.9,null,5,null,5.8,,,,,,,,,,,
2315:237564,2022-12-28,18:2:49,-77.26688,170.70178,G,1.6,null,5,null,6.6,,,,,,,,,,,
2315:237562,2022-12-28,17:38:49,-77.45160,169.21436,1,,,,,,,,,,,,770.0,19067.0,31.0,99.0,
2315:237566,2022-12-28,17:35:39,-77.46712,169.28111,1,,,,,,,,,,,,1011.0,2152.0,474.0,91.0,
2315:237562,2022-12-28,17:35:4,-77.45675,169.23613,2,,,,,,,,,,,,438.0,619.0,309.0,100.0,
2315:237566,2022-12-28,17:32:46,-77.45458,169.22469,G,2.4,null,5,null,1.9,,,,,,,,,,,
2315:237563,2022-12-28,17:31:58,-77.14005,169.30037,G,3.5,null,5,null,1.0,,,,,,,,,,,
2315:237564,2022-12-28,17:1:6,-77.26945,170.61684,G,1.5,null,6,null,4.7,,,,,,,,,,,
2315:237563,2022-12-28,16:32:8,-77.14907,169.35371,G,2.0,null,6,null,9.8,,,,,,,,,,,
2315:237563,2022-12-28,16:1:7,-77.14651,169.38109,1,,,,,,,,,,,,793.0,1542.0,407.0,120.0,
2315:237562,2022-12-28,15:58:59,-77.44369,169.21030,1,,,,,,,,,,,,785.0,3361.0,183.0,107.0,
2315:237566,2022-12-28,15:58:34,-77.45817,169.21242,1,,,,,,,,,,,,556.0,2417.0,127.0,112.0,
2315:237564,2022-12-28,15:34:9,-77.27239,170.50618,G,1.3,null,5,null,13.8,,,,,,,,,,,
2315:237563,2022-12-28,15:31:27,-77.15342,169.36345,G,1.4,null,5,null,1.0,,,,,,,,,,,
2315:237564,2022-12-28,14:34:10,-77.28146,170.35538,G,1.0,null,7,null,33.3,,,,,,,,,,,
2315:237564,2022-12-28,14:22:32,-77.28491,170.33711,1,,,,,,,,,,,,684.0,1396.0,335.0,67.0,
2315:237563,2022-12-28,14:21:27,-77.16316,169.36089,2,,,,,,,,,,,,356.0,639.0,197.0,86.0,
2315:237562,2022-12-28,14:20:25,-77.42340,169.13239,2,,,,,,,,,,,,284.0,829.0,97.0,79.0,
2315:237563,2022-12-28,14:20:18,-77.14357,169.46317,1,,,,,,,,,,,,1358.0,38076.0,48.0,75.0,
2315:237566,2022-12-28,14:19:12,-77.48996,169.27547,1,,,,,,,,,,,,1102.0,1910.0,636.0,85.0,
2315:237563,2022-12-28,14:4:39,-77.17514,169.35275,G,1.2,null,6,null,16.1,,,,,,,,,,,
2315:237566,2022-12-28,14:2:47,-77.45011,169.23512,G,1.8,null,6,null,64.7,,,,,,,,,,,
2315:237564,2022-12-28,13:32:48,-77.29272,170.27834,G,1.4,null,6,null,5.3,,,,,,,,,,,
2315:237566,2022-12-28,13:2:46,-77.45531,169.23195,G,4.8,null,5,null,0.4,,,,,,,,,,,
2315:237563,2022-12-28,12:41:19,-77.18257,169.36569,1,,,,,,,,,,,,789.0,3382.0,184.0,74.0,
2315:237564,2022-12-28,12:39:19,-77.28792,170.15102,2,,,,,,,,,,,,405.0,3220.0,50.0,81.0,
2315:237566,2022-12-28,12:38:47,-77.46451,169.13420,1,,,,,,,,,,,,632.0,5259.0,76.0,84.0,
2315:237564,2022-12-28,12:32:38,-77.29413,170.13382,G,1.2,null,6,null,0.9,,,,,,,,,,,
2315:237564,2022-12-28,12:7:44,-77.29851,170.07040,G,1.0,null,7,null,3.7,,,,,,,,,,,
2315:237563,2022-12-28,12:2:56,-77.20960,169.36671,G,1.4,null,5,null,0.6,,,,,,,,,,,
2315:237562,2022-12-28,11:0:26,-77.26018,169.32034,2,,,,,,,,,,,,258.0,1482.0,44.0,89.0,
2315:237564,2022-12-28,10:7:46,-77.34940,169.88681,G,1.2,null,7,null,21.8,,,,,,,,,,,
2315:237563,2022-12-28,9:36:16,-77.27776,169.34056,G,1.0,null,8,null,12.6,,,,,,,,,,,
