Tag_ID,UTC_Date,UTC_Time,Latitude,Longitude,HDOP,CNR,Sats,TimeOn(s),eRes,Maxdepth,divelen,TADindex, TimeElapsed,Day Dive Ratio,Day Max Dive Depth,
2315:237565,2023-1-4,5:7:49,-77.11893,171.62616,1.0,null,8,null,10.3,,,,,,,
2315:237563,2023-1-4,4:41:45,-77.39099,168.65506,1.2,null,7,null,8.8,,,,,,,
2315:237565,2023-1-4,4:7:39,-77.12505,171.49860,1.2,null,6,null,5.1,,,,,,,
2315:237562,2023-1-4,4:3:22,-77.45325,169.23839,1.6,null,6,null,19.1,,,,,,,
2315:237565,2023-1-4,2:59:49,-77.12481,171.38144,2.0,null,5,null,1.5,,,,,,,
2315:237565,2023-1-4,0:0:39,-77.10457,171.25356,2.4,null,5,null,1.0,,,,,,,
2315:237565,2023-1-3,23:30:48,-77.10596,171.23250,1.8,null,5,null,2.9,,,,,,,
2315:237563,2023-1-3,23:15:25,-77.34454,168.36920,1.6,null,6,null,8.4,,,,,,,
2315:237563,2023-1-3,22:46:46,-77.34781,168.39326,1.4,null,6,null,3.3,,,,,,,
2315:237565,2023-1-3,22:31:24,-77.10946,171.17102,1.0,null,8,null,13.5,,,,,,,
2315:237563,2023-1-3,21:46:44,-77.35590,168.45100,1.5,null,6,null,6.1,,,,,,,
2315:237565,2023-1-3,21:1:48,-77.12710,171.06549,1.0,null,7,null,3.1,,,,,,,
2315:237565,2023-1-3,20:1:48,-77.14126,170.99345,1.3,null,5,null,6.6,,,,,,,
2315:237563,2023-1-3,18:45:56,-77.37778,168.58755,1.3,null,6,null,6.8,,,,,,,
2315:237563,2023-1-3,18:17:55,-77.38185,168.61127,2.3,null,5,null,4.7,,,,,,,
2315:237565,2023-1-3,18:0:45,-77.18275,170.81831,1.6,null,5,null,15.5,,,,,,,
2315:237565,2023-1-3,16:33:25,-77.20441,170.67350,1.7,null,5,null,0.8,,,,,,,
2315:237565,2023-1-3,14:31:47,-77.22171,170.46819,1.1,null,6,null,2.1,,,,,,,
2315:237563,2023-1-3,14:16:6,-77.40570,168.76778,1.9,null,5,null,5.7,,,,,,,
2315:237563,2023-1-3,11:47:26,-77.41058,168.91660,1.1,null,7,null,9.4,,,,,,,
2315:237563,2023-1-3,10:45:43,-77.42651,169.01088,1.1,null,7,null,7.2,,,,,,,
2315:237565,2023-1-3,10:0:0,-77.32945,170.03766,1.0,null,8,null,7.8,,,,,,,
2315:237563,2023-1-3,9:46:27,-77.42663,169.00160,2.2,null,6,null,5.0,,,,,,,
2315:237565,2023-1-3,8:59:41,-77.34496,169.96935,1.0,null,8,null,8.3,,,,,,,
2315:237563,2023-1-3,8:15:43,-77.43921,169.23087,1.3,null,5,null,1.8,,,,,,,
2315:237563,2023-1-3,6:15:43,-77.44956,169.22372,1.7,null,5,null,0.5,,,,,,,
2315:237563,2023-1-3,5:15:49,-77.45259,169.22054,1.3,null,6,null,2.9,,,,,,,
2315:237563,2023-1-3,4:11:42,-77.45362,169.21660,1.5,null,5,null,36.8,,,,,,,
2315:237562,2023-1-2,4:29:51,-77.45316,169.21693,1.9,null,5,null,0.8,,,,,,,
2315:237563,2023-1-2,2:24:48,-77.45143,169.22476,2.3,null,5,null,12.8,,,,,,,
2315:237563,2023-1-2,1:25:12,-77.45149,169.22807,1.7,null,6,null,2.6,,,,,,,
2315:237562,2023-1-2,0:3:51,-77.45306,169.21524,2.0,null,5,null,1.8,,,,,,,
2315:237563,2023-1-1,22:52:47,-77.45145,169.22777,1.7,null,6,null,3.7,,,,,,,
2315:237563,2023-1-1,21:52:47,-77.45169,169.22778,1.7,null,5,null,5.1,,,,,,,
2315:237563,2023-1-1,20:53:8,-77.45156,169.22638,1.3,null,6,null,8.0,,,,,,,
2315:237563,2023-1-1,19:21:47,-77.45167,169.22778,1.4,null,6,null,8.9,,,,,,,
2315:237563,2023-1-1,18:21:47,-77.45173,169.23004,1.7,null,5,null,1.7,,,,,,,
2315:237562,2023-1-1,17:31:57,-77.43539,169.41353,1.8,null,5,null,23.2,,,,,,,
2315:237563,2023-1-1,17:21:47,-77.45136,169.22700,1.4,null,6,null,2.7,,,,,,,
2315:237562,2023-1-1,14:0:49,-77.42332,169.34059,1.5,null,6,null,3.8,,,,,,,
2315:237563,2023-1-1,13:52:46,-77.39911,169.42616,2.7,null,5,null,3.8,,,,,,,
2315:237563,2023-1-1,12:52:46,-77.37701,169.50941,1.1,null,7,null,13.1,,,,,,,
2315:237562,2023-1-1,12:34:49,-77.42395,169.34370,1.3,null,5,null,8.0,,,,,,,
2315:237563,2023-1-1,11:52:46,-77.36737,169.53416,1.1,null,7,null,58.2,,,,,,,
2315:237562,2023-1-1,10:28:51,-77.42039,169.31793,1.2,null,6,null,5.3,,,,,,,
2315:237563,2023-1-1,10:21:46,-77.35312,169.56874,1.1,null,6,null,14.2,,,,,,,
2315:237562,2023-1-1,9:28:49,-77.41820,169.30135,1.1,null,7,null,12.3,,,,,,,
2315:237563,2023-1-1,9:21:46,-77.33890,169.60794,1.3,null,6,null,9.3,,,,,,,
2315:237563,2023-1-1,8:21:52,-77.31634,169.68233,1.4,null,6,null,1.7,,,,,,,
2315:237563,2023-1-1,4:57:35,-77.25888,170.21840,1.2,null,6,null,80.4,,,,,,,
2315:237563,2023-1-1,3:56:45,-77.27345,170.22067,1.1,null,8,null,13.6,,,,,,,
2315:237562,2023-1-1,2:22:49,-77.41698,169.28204,1.4,null,5,null,3.3,,,,,,,
2315:237563,2022-12-31,23:27:45,-77.31955,170.17600,1.1,null,7,null,6.3,,,,,,,
2315:237563,2022-12-31,22:28:24,-77.32651,170.15811,1.1,null,7,null,12.7,,,,,,,
2315:237563,2022-12-31,22:0:44,-77.33019,170.13199,1.7,null,5,null,13.8,,,,,,,
2315:237563,2022-12-31,21:1:29,-77.33459,170.08281,1.1,null,7,null,6.1,,,,,,,
2315:237563,2022-12-31,19:59:44,-77.34248,169.98462,1.2,null,7,null,5.2,,,,,,,
2315:237563,2022-12-31,18:59:44,-77.34257,169.92732,1.3,null,6,null,24.6,,,,,,,
2315:237562,2022-12-31,17:21:47,-77.45291,169.21669,1.7,null,5,null,3.7,,,,,,,
2315:237563,2022-12-31,16:29:51,-77.34149,169.79933,3.5,null,5,null,0.7,,,,,,,
2315:237563,2022-12-31,15:27:43,-77.34174,169.76470,1.8,null,5,null,9.5,,,,,,,
2315:237563,2022-12-31,14:27:43,-77.36002,169.64345,1.9,null,5,null,0.6,,,,,,,
2315:237563,2022-12-31,12:57:43,-77.38403,169.49090,1.7,null,5,null,6.9,,,,,,,
2315:237562,2022-12-31,12:51:46,-77.45307,169.21698,1.6,null,5,null,1.5,,,,,,,
2315:237563,2022-12-31,10:57:43,-77.41991,169.25621,1.6,null,5,null,2.2,,,,,,,
2315:237563,2022-12-31,9:56:42,-77.44737,169.21877,1.3,null,7,null,18.8,,,,,,,
2315:237562,2022-12-31,9:48:21,-77.45303,169.21664,1.4,null,6,null,7.0,,,,,,,
2315:237563,2022-12-31,8:56:51,-77.45128,169.22906,1.1,null,7,null,7.2,,,,,,,
2315:237562,2022-12-31,8:18:46,-77.45328,169.21678,2.9,null,5,null,5.2,,,,,,,
2315:237562,2022-12-31,7:18:46,-77.45323,169.21686,1.6,null,5,null,11.0,,,,,,,
2315:237563,2022-12-31,7:5:42,-77.45207,169.22966,1.7,null,5,null,14.4,,,,,,,
2315:237563,2022-12-31,5:5:34,-77.45185,169.22740,1.1,null,8,null,10.3,,,,,,,
2315:237562,2022-12-31,3:43:46,-77.45383,169.21342,3.1,null,5,null,2.3,,,,,,,
2315:237564,2022-12-30,23:59:49,-77.45175,169.23160,1.4,null,5,null,1.1,,,,,,,
2315:237565,2022-12-30,23:59:47,-77.45283,169.22784,1.5,null,6,null,2.7,,,,,,,
2315:237566,2022-12-30,23:52:51,-77.45486,169.22500,1.2,null,6,null,15.8,,,,,,,
2315:237562,2022-12-30,23:17:45,-77.44254,169.22197,1.4,null,5,null,17.2,,,,,,,
2315:237564,2022-12-30,22:34:49,-77.45173,169.23079,1.5,null,5,null,0.6,,,,,,,
2315:237566,2022-12-30,21:26:51,-77.45386,169.22739,2.5,null,5,null,41.6,,,,,,,
2315:237562,2022-12-30,21:15:49,-77.42454,169.33409,1.3,null,6,null,2.6,,,,,,,
2315:237562,2022-12-30,20:13:47,-77.42833,169.34927,3.9,null,5,null,8.6,,,,,,,
2315:237562,2022-12-30,19:56:51,-77.42916,169.34407,1.3,null,6,null,11.2,,,,,,,
2315:237564,2022-12-30,19:31:9,-77.39190,169.50731,1.5,null,5,null,4.6,,,,,,,
2315:237565,2022-12-30,19:20:6,-77.45257,169.22600,1.3,null,5,null,4.9,,,,,,,
2315:237565,2022-12-30,18:48:48,-77.45295,169.22858,1.5,null,5,null,0.4,,,,,,,
2315:237564,2022-12-30,18:29:27,-77.37688,169.65994,1.8,null,6,null,21.3,,,,,,,
2315:237562,2022-12-30,17:53:50,-77.42240,169.32434,1.3,null,6,null,6.6,,,,,,,
2315:237562,2022-12-30,16:51:56,-77.42526,169.34235,1.7,null,6,null,2.0,,,,,,,
2315:237565,2022-12-30,16:47:47,-77.44880,169.23471,1.6,null,5,null,2.0,,,,,,,
2315:237564,2022-12-30,16:41:4,-77.33118,169.96696,1.5,null,6,null,4.8,,,,,,,
2315:237562,2022-12-30,15:49:56,-77.42849,169.34111,1.4,null,5,null,7.0,,,,,,,
2315:237565,2022-12-30,15:47:47,-77.43425,169.22052,1.4,null,6,null,10.9,,,,,,,
2315:237565,2022-12-30,14:48:26,-77.41193,169.32408,2.7,null,5,null,3.4,,,,,,,
2315:237566,2022-12-30,14:45:50,-77.45438,169.22517,1.2,null,6,null,6.3,,,,,,,
2315:237564,2022-12-30,14:38:49,-77.29463,170.13315,1.2,null,6,null,3.0,,,,,,,
2315:237562,2022-12-30,14:28:10,-77.42901,169.35707,1.4,null,5,null,6.2,,,,,,,
2315:237562,2022-12-30,13:26:46,-77.42524,169.36275,1.1,null,7,null,5.9,,,,,,,
2315:237566,2022-12-30,12:13:50,-77.45453,169.22566,1.5,null,5,null,8.3,,,,,,,
2315:237564,2022-12-30,9:36:22,-77.31120,170.12666,1.0,null,8,null,14.1,,,,,,,
2315:237566,2022-12-30,9:14:32,-77.45444,169.22624,1.5,null,5,null,8.9,,,,,,,
2315:237565,2022-12-30,9:3:7,-77.21912,169.91472,1.2,null,6,null,40.5,,,,,,,
2315:237566,2022-12-30,5:46:40,-77.42793,169.05467,1.5,null,6,null,17.9,,,,,,,
2315:237563,2022-12-30,3:22:42,-77.45177,169.22932,1.3,null,6,null,7.6,,,,,,,
2315:237564,2022-12-30,1:33:47,-77.45184,169.23177,1.6,null,5,null,4.4,,,,,,,
2315:237565,2022-12-30,1:23:45,-77.17437,170.07896,1.6,null,5,null,11.4,,,,,,,
2315:237566,2022-12-30,1:20:1,-77.39745,168.70139,1.9,null,5,null,24.6,,,,,,,
2315:237564,2022-12-30,0:34:22,-77.45156,169.23228,2.5,null,5,null,17.0,,,,,,,
2315:237565,2022-12-30,0:31:33,-77.17901,170.02661,2.0,null,5,null,7.2,,,,,,,
2315:237563,2022-12-30,0:3:49,-77.45324,169.22696,1.4,null,6,null,58.6,,,,,,,
2315:237564,2022-12-30,0:3:48,-77.45181,169.23137,1.1,null,7,null,8.1,,,,,,,
2315:237563,2022-12-29,23:59:48,-77.45152,169.22987,1.6,null,5,null,4.1,,,,,,,
2315:237564,2022-12-29,23:59:47,-77.45110,169.23071,1.5,null,5,null,15.0,,,,,,,
2315:237564,2022-12-29,23:1:47,-77.45130,169.23187,1.2,null,6,null,11.3,,,,,,,
2315:237566,2022-12-29,22:45:0,-77.39722,168.67462,1.5,null,5,null,7.5,,,,,,,
2315:237563,2022-12-29,22:27:48,-77.43871,169.22815,1.1,null,7,null,5.3,,,,,,,
2315:237564,2022-12-29,22:1:47,-77.45170,169.23125,1.5,null,6,null,11.3,,,,,,,
2315:237566,2022-12-29,21:43:49,-77.39720,168.66508,1.2,null,8,null,9.8,,,,,,,
2315:237564,2022-12-29,21:1:49,-77.45150,169.23130,1.1,null,6,null,11.5,,,,,,,
2315:237565,2022-12-29,20:51:48,-77.20406,169.89820,1.7,null,5,null,7.6,,,,,,,
2315:237563,2022-12-29,20:27:49,-77.37560,169.37799,1.8,null,5,null,3.4,,,,,,,
2315:237564,2022-12-29,19:30:46,-77.45199,169.23071,1.6,null,5,null,3.8,,,,,,,
2315:237563,2022-12-29,19:27:41,-77.34111,169.42108,2.0,null,5,null,9.3,,,,,,,
2315:237565,2022-12-29,19:23:44,-77.22664,169.81851,1.4,null,6,null,10.0,,,,,,,
2315:237565,2022-12-29,18:22:43,-77.24332,169.79514,3.6,null,5,null,2.3,,,,,,,
2315:237566,2022-12-29,18:18:40,-77.40231,168.69815,1.3,null,5,null,2.6,,,,,,,
2315:237564,2022-12-29,17:29:46,-77.45275,169.22730,3.6,null,5,null,13.9,,,,,,,
2315:237565,2022-12-29,17:20:42,-77.24832,169.77940,1.1,null,7,null,5.1,,,,,,,
2315:237566,2022-12-29,17:15:28,-77.40412,168.72713,1.6,null,5,null,5.4,,,,,,,
2315:237563,2022-12-29,16:57:34,-77.20807,169.62535,1.3,null,6,null,9.5,,,,,,,
2315:237564,2022-12-29,16:29:46,-77.45179,169.23126,2.0,null,5,null,2.0,,,,,,,
2315:237565,2022-12-29,16:20:24,-77.25944,169.73705,1.4,null,7,null,12.8,,,,,,,
2315:237566,2022-12-29,16:15:15,-77.40527,168.76482,1.5,null,5,null,18.3,,,,,,,
2315:237563,2022-12-29,15:56:57,-77.15137,169.70592,1.2,null,7,null,34.5,,,,,,,
2315:237564,2022-12-29,13:58:46,-77.45174,169.23148,1.5,null,6,null,19.7,,,,,,,
2315:237563,2022-12-29,13:56:31,-77.06207,169.81898,1.1,null,7,null,11.9,,,,,,,
2315:237563,2022-12-29,13:33:47,-77.04893,169.83960,2.0,null,5,null,8.7,,,,,,,
2315:237564,2022-12-29,12:58:46,-77.45132,169.23064,1.4,null,6,null,15.0,,,,,,,
2315:237563,2022-12-29,12:32:14,-77.04112,169.81930,1.7,null,5,null,2.6,,,,,,,
2315:237565,2022-12-29,11:50:14,-77.37472,169.28174,1.0,null,7,null,11.3,,,,,,,
2315:237564,2022-12-29,10:28:46,-77.45193,169.23096,1.3,null,6,null,3.7,,,,,,,
2315:237565,2022-12-29,10:19:44,-77.38751,169.22798,1.4,null,5,null,11.9,,,,,,,
2315:237566,2022-12-29,9:19:58,-77.41596,169.08392,1.4,null,5,null,9.8,,,,,,,
2315:237565,2022-12-29,9:19:43,-77.38907,169.21474,1.2,null,7,null,15.6,,,,,,,
2315:237564,2022-12-29,8:28:46,-77.45184,169.23291,1.4,null,6,null,5.6,,,,,,,
2315:237563,2022-12-29,8:2:2,-77.01096,169.55583,1.3,null,6,null,13.9,,,,,,,
2315:237564,2022-12-29,7:28:46,-77.45163,169.22926,3.1,null,5,null,2.8,,,,,,,
2315:237566,2022-12-29,7:15:53,-77.41905,169.09251,1.6,null,5,null,0.0,,,,,,,
2315:237563,2022-12-29,5:59:58,-77.01298,169.40890,1.0,null,7,null,22.2,,,,,,,
2315:237566,2022-12-29,5:39:47,-77.45454,169.22537,1.4,null,5,null,3.6,,,,,,,
2315:237565,2022-12-29,5:37:42,-77.45268,169.22716,1.4,null,6,null,1.4,,,,,,,
2315:237563,2022-12-29,4:58:57,-77.01990,169.38907,1.0,null,8,null,12.2,,,,,,,
2315:237565,2022-12-29,4:35:44,-77.45202,169.23502,2.4,null,5,null,4.0,,,,,,,
2315:237562,2022-12-29,3:54:48,-77.45435,169.22618,1.0,null,8,null,7.7,,,,,,,
2315:237564,2022-12-29,3:1:13,-77.26730,169.80806,1.2,null,6,null,64.8,,,,,,,
2315:237564,2022-12-29,2:0:24,-77.24057,170.01210,1.2,null,7,null,12.5,,,,,,,
2315:237562,2022-12-29,1:54:48,-77.45441,169.22623,1.4,null,5,null,7.4,,,,,,,
2315:237566,2022-12-29,1:38:3,-77.45452,169.22583,1.8,null,5,null,3.7,,,,,,,
2315:237562,2022-12-29,0:54:29,-77.45438,169.22514,2.0,null,5,null,11.1,,,,,,,
2315:237563,2022-12-29,0:15:54,-77.03556,169.41359,1.1,null,7,null,7.0,,,,,,,
2315:237562,2022-12-29,0:4:2,-77.24630,170.09293,1.7,null,5,null,1.9,,,,,,,
2315:237564,2022-12-29,0:0:35,-77.23679,170.26280,1.1,null,7,null,6.5,,,,,,,
2315:237562,2022-12-28,23:59:48,-77.45447,169.22485,1.5,null,6,null,7.3,,,,,,,
2315:237562,2022-12-28,23:22:47,-77.45244,169.23186,2.2,null,5,null,3.1,,,,,,,
2315:237563,2022-12-28,23:0:45,-77.05866,169.39102,1.6,null,5,null,0.5,,,,,,,
2315:237564,2022-12-28,22:32:45,-77.24867,170.39050,1.1,null,7,null,21.3,,,,,,,
2315:237562,2022-12-28,22:22:47,-77.45452,169.22676,1.7,null,5,null,6.1,,,,,,,
2315:237563,2022-12-28,22:0:59,-77.07597,169.39734,1.4,null,6,null,4.7,,,,,,,
2315:237564,2022-12-28,21:31:17,-77.24927,170.50294,1.4,null,5,null,8.2,,,,,,,
2315:237562,2022-12-28,21:22:47,-77.45432,169.22565,1.4,null,5,null,14.3,,,,,,,
2315:237566,2022-12-28,21:5:49,-77.45340,169.22438,1.4,null,6,null,4.7,,,,,,,
2315:237566,2022-12-28,20:35:46,-77.45474,169.22565,2.0,null,5,null,6.7,,,,,,,
2315:237562,2022-12-28,20:22:13,-77.45440,169.22514,1.2,null,6,null,7.6,,,,,,,
2315:237564,2022-12-28,20:4:10,-77.26637,170.60440,1.4,null,5,null,27.2,,,,,,,
2315:237563,2022-12-28,20:0:19,-77.13361,169.33665,2.9,null,6,null,3.2,,,,,,,
2315:237562,2022-12-28,19:50:47,-77.45451,169.22623,3.1,null,5,null,0.8,,,,,,,
2315:237563,2022-12-28,19:31:44,-77.13559,169.32996,1.4,null,6,null,8.0,,,,,,,
2315:237562,2022-12-28,18:50:47,-77.45457,169.22717,3.4,null,5,null,3.5,,,,,,,
2315:237563,2022-12-28,18:31:44,-77.13834,169.31393,2.9,null,5,null,5.8,,,,,,,
2315:237564,2022-12-28,18:2:49,-77.26688,170.70178,1.6,null,5,null,6.6,,,,,,,
2315:237566,2022-12-28,17:32:46,-77.45458,169.22469,2.4,null,5,null,1.9,,,,,,,
2315:237563,2022-12-28,17:31:58,-77.14005,169.30037,3.5,null,5,null,1.0,,,,,,,
2315:237564,2022-12-28,17:1:6,-77.26945,170.61684,1.5,null,6,null,4.7,,,,,,,
2315:237563,2022-12-28,16:32:8,-77.14907,169.35371,2.0,null,6,null,9.8,,,,,,,
2315:237564,2022-12-28,15:34:9,-77.27239,170.50618,1.3,null,5,null,13.8,,,,,,,
2315:237563,2022-12-28,15:31:27,-77.15342,169.36345,1.4,null,5,null,1.0,,,,,,,
2315:237564,2022-12-28,14:34:10,-77.28146,170.35538,1.0,null,7,null,33.3,,,,,,,
2315:237563,2022-12-28,14:4:39,-77.17514,169.35275,1.2,null,6,null,16.1,,,,,,,
2315:237566,2022-12-28,14:2:47,-77.45011,169.23512,1.8,null,6,null,64.7,,,,,,,
2315:237564,2022-12-28,13:32:48,-77.29272,170.27834,1.4,null,6,null,5.3,,,,,,,
2315:237566,2022-12-28,13:2:46,-77.45531,169.23195,4.8,null,5,null,0.4,,,,,,,
2315:237564,2022-12-28,12:32:38,-77.29413,170.13382,1.2,null,6,null,0.9,,,,,,,
2315:237564,2022-12-28,12:7:44,-77.29851,170.07040,1.0,null,7,null,3.7,,,,,,,
2315:237563,2022-12-28,12:2:56,-77.20960,169.36671,1.4,null,5,null,0.6,,,,,,,
2315:237564,2022-12-28,10:7:46,-77.34940,169.88681,1.2,null,7,null,21.8,,,,,,,
2315:237563,2022-12-28,9:36:16,-77.27776,169.34056,1.0,null,8,null,12.6,,,,,,,
2315:237562,2022-12-28,9:0:49,-77.23614,169.50780,1.0,null,7,null,11.1,,,,,,,
2315:237566,2022-12-28,8:58:45,-77.45473,169.22841,2.9,null,5,null,15.2,,,,,,,
2315:237563,2022-12-28,8:36:18,-77.32153,169.31984,1.0,null,7,null,20.3,,,,,,,
2315:237564,2022-12-28,8:5:49,-77.36757,169.58620,1.4,null,5,null,0.5,,,,,,,
2315:237566,2022-12-28,7:58:45,-77.45433,169.22527,1.4,null,5,null,2.6,,,,,,,
2315:237562,2022-12-28,7:55:54,-77.22105,169.57565,1.7,null,5,null,2.3,,,,,,,
2315:237563,2022-12-28,7:35:44,-77.35619,169.23320,1.5,null,5,null,16.5,,,,,,,
2315:237563,2022-12-28,6:15:19,-77.42101,169.18794,1.8,null,6,null,50.7,,,,,,,
2315:237566,2022-12-28,5:58:45,-77.45456,169.22543,1.1,null,7,null,6.4,,,,,,,
2315:237562,2022-12-28,5:35:48,-77.17071,169.58570,1.1,null,7,null,4.5,,,,,,,
2315:237563,2022-12-28,5:14:42,-77.44653,169.21540,2.2,null,5,null,6.6,,,,,,,
2315:237566,2022-12-28,4:58:45,-77.45384,169.22919,3.7,null,5,null,3.2,,,,,,,
2315:237562,2022-12-28,4:32:46,-77.17140,169.57230,1.2,null,6,null,5.1,,,,,,,
2315:237563,2022-12-28,4:14:42,-77.45157,169.22897,1.3,null,6,null,11.6,,,,,,,
2315:237566,2022-12-28,3:57:45,-77.45465,169.22646,1.8,null,6,null,12.6,,,,,,,
2315:237563,2022-12-28,3:15:38,-77.45161,169.23013,1.6,null,5,null,8.2,,,,,,,
2315:237564,2022-12-28,2:49:54,-77.45145,169.23317,1.8,null,5,null,5.0,,,,,,,
2315:237562,2022-12-28,2:25:58,-77.16548,169.52850,2.4,null,5,null,6.2,,,,,,,
2315:237562,2022-12-28,0:30:48,-77.16803,169.50952,1.5,null,5,null,12.0,,,,,,,
2315:237566,2022-12-28,0:4:46,-77.44817,169.23080,2.5,null,5,null,8.5,,,,,,,
2315:237566,2022-12-27,23:26:45,-77.44251,169.18791,1.4,null,5,null,2.1,,,,,,,
2315:237562,2022-12-27,22:57:20,-77.17342,169.50777,1.5,null,5,null,8.0,,,,,,,
2315:237566,2022-12-27,22:27:37,-77.43381,169.11272,1.4,null,6,null,35.4,,,,,,,
2315:237562,2022-12-27,20:32:36,-77.21542,169.48930,1.3,null,5,null,2.8,,,,,,,
2315:237562,2022-12-27,18:27:58,-77.23824,169.46610,1.1,null,6,null,4.7,,,,,,,
2315:237566,2022-12-27,17:32:6,-77.42298,169.01968,1.5,null,5,null,5.9,,,,,,,
2315:237562,2022-12-27,17:27:40,-77.24436,169.49083,1.2,null,7,null,14.7,,,,,,,
2315:237566,2022-12-27,16:30:44,-77.42574,169.02411,1.2,null,7,null,6.1,,,,,,,
2315:237562,2022-12-27,16:1:43,-77.27882,169.32823,1.6,null,5,null,1.5,,,,,,,
2315:237566,2022-12-27,15:30:44,-77.42931,169.07520,1.3,null,5,null,70.1,,,,,,,
2315:237566,2022-12-27,14:31:33,-77.42558,169.07788,1.2,null,6,null,3.1,,,,,,,
2315:237562,2022-12-27,14:1:2,-77.29855,169.29271,1.3,null,5,null,8.0,,,,,,,
2315:237566,2022-12-27,13:3:43,-77.41798,168.99203,1.9,null,5,null,4.9,,,,,,,
2315:237566,2022-12-27,9:57:43,-77.42267,169.07540,1.4,null,6,null,2.0,,,,,,,
2315:237562,2022-12-27,9:25:42,-77.38894,169.18098,1.2,null,6,null,6.1,,,,,,,
2315:237566,2022-12-27,8:56:55,-77.41872,169.06017,1.3,null,6,null,5.0,,,,,,,
2315:237562,2022-12-27,8:25:59,-77.38940,169.18130,1.2,null,6,null,5.3,,,,,,,
2315:237562,2022-12-27,8:18:44,-77.38950,169.18123,1.4,null,5,null,5.5,,,,,,,
2315:237566,2022-12-27,7:33:43,-77.43227,169.08395,1.4,null,5,null,3.8,,,,,,,
2315:237565,2022-12-27,6:17:10,-77.40951,169.36206,1.5,null,5,null,2.7,,,,,,,
2315:237562,2022-12-27,6:15:42,-77.45087,169.23422,1.3,null,5,null,6.8,,,,,,,
2315:237779,2022-12-27,4:52:3,-77.31757,169.37186,1.1,null,7,null,11.1,,,,,,,
2315:237565,2022-12-27,4:49:45,-77.40496,169.39366,1.7,null,5,null,3.4,,,,,,,
2315:237566,2022-12-27,4:25:31,-77.45410,169.22731,1.8,null,5,null,4.4,,,,,,,
2315:237565,2022-12-27,2:49:45,-77.37978,169.50820,2.5,null,5,null,0.9,,,,,,,
2315:237564,2022-12-27,2:15:51,-77.45238,169.22220,1.3,null,6,null,18.5,,,,,,,
2315:237565,2022-12-27,1:22:58,-77.35444,169.62843,1.4,null,6,null,4.3,,,,,,,
2315:237564,2022-12-27,0:3:53,-77.45221,169.22151,1.5,null,5,null,12.3,,,,,,,
2315:237779,2022-12-26,21:51:45,-77.31896,169.24556,1.4,null,6,null,11.6,,,,,,,
2315:237565,2022-12-26,21:16:29,-77.29045,170.27524,1.2,null,7,null,5.7,,,,,,,
2315:237779,2022-12-26,20:51:46,-77.32951,169.24205,1.5,null,5,null,25.9,,,,,,,
2315:237564,2022-12-26,20:42:51,-77.45218,169.22249,1.4,null,5,null,10.2,,,,,,,
2315:237565,2022-12-26,18:51:23,-77.28777,170.65956,1.8,null,5,null,0.9,,,,,,,
2315:237564,2022-12-26,18:8:51,-77.45233,169.22394,1.6,null,5,null,2.9,,,,,,,
2315:237565,2022-12-26,17:50:35,-77.29118,170.68011,1.3,null,5,null,11.4,,,,,,,
2315:237565,2022-12-26,16:49:13,-77.29150,170.70130,1.4,null,7,null,5.2,,,,,,,
2315:237565,2022-12-26,16:23:56,-77.29092,170.71194,1.2,null,7,null,10.9,,,,,,,
2315:237565,2022-12-26,14:23:6,-77.29022,170.71353,1.2,null,6,null,6.6,,,,,,,
2315:237561,2022-12-26,12:52:44,-77.43018,169.23637,1.5,null,5,null,3.2,,,,,,,
2315:237565,2022-12-26,12:21:50,-77.28931,170.52936,1.1,null,7,null,14.2,,,,,,,
2315:237779,2022-12-26,10:52:44,-77.38193,169.16515,1.3,null,5,null,7.2,,,,,,,
2315:237779,2022-12-26,7:21:45,-77.41785,169.16151,1.3,null,7,null,9.3,,,,,,,
2315:237779,2022-12-26,4:27:42,-77.45203,169.23433,1.8,null,5,null,5.8,,,,,,,
2315:237565,2022-12-26,4:24:33,-77.36775,169.61237,1.2,null,8,null,14.0,,,,,,,
2315:237565,2022-12-26,0:43:55,-77.40919,169.32234,1.2,null,6,null,2.0,,,,,,,
2315:237563,2022-12-25,23:14:48,-77.41400,169.31139,1.5,null,5,null,3.3,,,,,,,
2315:237566,2022-12-25,22:47:47,-77.45261,169.22572,2.4,null,5,null,13.3,,,,,,,
2315:237565,2022-12-25,21:20:54,-77.43012,169.23555,1.4,null,6,null,7.0,,,,,,,
2315:237565,2022-12-25,20:20:54,-77.43887,169.21962,1.5,null,5,null,14.4,,,,,,,
2315:237566,2022-12-25,20:18:47,-77.41367,169.21204,2.8,null,5,null,1.7,,,,,,,
2315:237563,2022-12-25,20:11:48,-77.38407,169.44547,3.9,null,5,null,1.8,,,,,,,
2315:237562,2022-12-25,19:41:48,-77.45190,169.22643,2.9,null,5,null,8.7,,,,,,,
2315:237563,2022-12-25,18:45:48,-77.37224,169.47957,1.4,null,7,null,11.9,,,,,,,
2315:237566,2022-12-25,18:17:47,-77.36192,169.22571,1.3,null,7,null,4.5,,,,,,,
2315:237565,2022-12-25,18:17:3,-77.45255,169.22754,3.7,null,5,null,4.0,,,,,,,
2315:237563,2022-12-25,17:45:48,-77.35411,169.53730,1.1,null,7,null,6.8,,,,,,,
2315:237562,2022-12-25,17:38:48,-77.45215,169.22672,1.2,null,7,null,7.2,,,,,,,
